Cycle ID,Cap_Chg(mAh),Cap_DChg(mAh),Specific Capacity-Chg(mAh/g),Specific Capacity-Dchg(mAh/g),Chg/DChg Efficiency(%),Engy_Chg(mWh),Engy_DChg(mWh),REngy_Chg(mWh/g),REngy_Dchg(mWh/g),CC_Chg_Ratio(%),CC_Chg_Cap(mAh),Plat_Cap(mAh),Plat_Capacity Density(mAh/g),Plat_Cap_Efficiency(%),Plat_Time(sec),Capacity_Chg(F),Capacity_DChg(F),IR(O),Mid_value Voltage(V),Discharge Fading Ratio(%),Charge Time(sec),Discharge Time(sec),Charge IR(O),Discharge IR(O),End Temperature(°C),Net Cap_DChg(mAh),Net Engy_DChg(mWh),Energy Efficiency(%),
,Step ID,Step Name,Step Time(sec),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEngergy(mWh/g),Capacitance(F),Start Voltage(V),End Voltage(V),Start Temperature(°C),End Temperature(°C),End Capacity(mAh),Charge Mid-Vol(V),Discharge Mid-Vol(V),DCIR(O),ChargeCap(mAh),DischargeCap(mAh),Engy_Chg(mWh),Engy_DChg(mWh),Net DischargeCap(mAh),Net Engy_DChg(mWh),Raw Step ID,
,,Record ID,Time(sec),Voltage(V),Current(mA),Temperature(°C),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEng(mWh/g),Realtime,Min-T(°C),Max-T(°C),Avg-T(°C),Power(mW),Capacitance_Chg(mAh),Capacitance_DChg(mAh),Engy_Chg(mWh),Engy_DChg(mWh),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact IR(O),
,,3365,85.00,2.2098,0.126,0.0,0.0030,2.3620,0.0041,3.2724,05/03/2022 22:02:42,,,,0.28,0.0030,0.0000,0.0041,0.0000,0.0024,1.9022,17531.138,
,,3366,93.10,2.3099,0.126,0.0,0.0033,2.5871,0.0048,3.7816,05/03/2022 22:02:50,,,,0.29,0.0033,0.0000,0.0048,0.0000,0.0028,2.2486,18325.268,
,,3367,102.40,2.4107,0.126,0.0,0.0036,2.8455,0.0055,4.3919,05/03/2022 22:02:59,,,,0.30,0.0036,0.0000,0.0055,0.0000,0.0032,2.5638,19124.950,
,,3368,112.40,2.5111,0.126,0.0,0.0039,3.1234,0.0064,5.0761,05/03/2022 22:03:09,,,,0.32,0.0039,0.0000,0.0064,0.0000,0.0035,2.7677,19930.947,
,,3369,124.00,2.6112,0.126,0.0,0.0043,3.4458,0.0074,5.9023,05/03/2022 22:03:21,,,,0.33,0.0043,0.0000,0.0074,0.0000,0.0041,3.2202,20715.589,
,,3370,138.80,2.7114,0.126,0.0,0.0049,3.8570,0.0088,6.9979,05/03/2022 22:03:35,,,,0.34,0.0049,0.0000,0.0088,0.0000,0.0052,4.1045,21510.512,
,,3371,160.20,2.8118,0.126,0.0,0.0056,4.4517,0.0109,8.6426,05/03/2022 22:03:57,,,,0.35,0.0056,0.0000,0.0109,0.0000,0.0075,5.9230,22307.021,
,,3372,205.90,2.9120,0.126,0.0,0.0072,5.7216,0.0155,12.2880,05/03/2022 22:04:43,,,,0.37,0.0072,0.0000,0.0155,0.0000,0.0160,12.6739,23101.944,
,,3373,372.00,3.0000,0.126,0.0,0.0130,10.3373,0.0327,25.9878,05/03/2022 22:07:29,,,,0.38,0.0130,0.0000,0.0327,0.0000,0.0661,52.4506,23800.079,
,132,CC_DChg,160.40,0.0056,4.4551,0.0058,4.6119,0.00300,2.9163,0.0099,0.0,0.0,0.0056,0.0000,0.8875,332.090,0.0000,0.0056,0.0000,0.0058,0.0056,0.0058,20,
,,3374,0.00,2.9163,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 22:07:29,,,,-0.37,0.0000,0.0000,0.0000,0.0000,0.1556,123.5039,23147.075,
,,3375,1.10,2.8115,-0.126,0.0,0.0000,0.0306,0.0001,0.0873,05/03/2022 22:07:30,,,,-0.35,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.2915,22315.263,
,,3376,2.70,2.7108,-0.126,0.0,0.0001,0.0750,0.0003,0.2097,05/03/2022 22:07:31,,,,-0.34,0.0000,0.0001,0.0000,0.0003,-0.0006,-0.4413,21515.993,
,,3377,4.80,2.6066,-0.126,0.0,0.0002,0.1333,0.0005,0.3646,05/03/2022 22:07:33,,,,-0.33,0.0000,0.0002,0.0000,0.0005,-0.0007,-0.5598,20688.944,
,,3378,7.20,2.5062,-0.126,0.0,0.0003,0.2000,0.0007,0.5348,05/03/2022 22:07:36,,,,-0.32,0.0000,0.0003,0.0000,0.0007,-0.0008,-0.6639,19892.055,
,,3379,9.90,2.4042,-0.126,0.0,0.0003,0.2750,0.0009,0.7187,05/03/2022 22:07:39,,,,-0.30,0.0000,0.0003,0.0000,0.0009,-0.0009,-0.7352,19082.467,
,,3380,12.90,2.3012,-0.126,0.0,0.0005,0.3583,0.0012,0.9146,05/03/2022 22:07:42,,,,-0.29,0.0000,0.0005,0.0000,0.0012,-0.0010,-0.8090,18264.942,
,,3381,16.10,2.1992,-0.126,0.0,0.0006,0.4472,0.0014,1.1144,05/03/2022 22:07:45,,,,-0.28,0.0000,0.0006,0.0000,0.0014,-0.0011,-0.8714,17455.354,
,,3382,19.50,2.0972,-0.126,0.0,0.0007,0.5416,0.0017,1.3170,05/03/2022 22:07:48,,,,-0.26,0.0000,0.0007,0.0000,0.0017,-0.0012,-0.9258,16645.766,
,,3383,23.10,1.9971,-0.126,0.0,0.0008,0.6416,0.0019,1.5215,05/03/2022 22:07:52,,,,-0.25,0.0000,0.0008,0.0000,0.0019,-0.0013,-0.9989,15858.810,
,,3384,27.00,1.8948,-0.126,0.0,0.0009,0.7499,0.0022,1.7321,05/03/2022 22:07:56,,,,-0.24,0.0000,0.0009,0.0000,0.0022,-0.0013,-1.0589,15039.289,
,,3385,31.00,1.7940,-0.126,0.0,0.0011,0.8610,0.0024,1.9369,05/03/2022 22:08:00,,,,-0.23,0.0000,0.0011,0.0000,0.0024,-0.0014,-1.1022,14239.225,
,,3386,35.10,1.6939,-0.126,0.0,0.0012,0.9749,0.0027,2.1354,05/03/2022 22:08:04,,,,-0.21,0.0000,0.0012,0.0000,0.0027,-0.0014,-1.1376,13444.718,
,,3387,39.30,1.5938,-0.126,0.0,0.0014,1.0916,0.0029,2.3270,05/03/2022 22:08:08,,,,-0.20,0.0000,0.0014,0.0000,0.0029,-0.0015,-1.1654,12656.238,
,,3388,43.70,1.4918,-0.126,0.0,0.0015,1.2138,0.0032,2.5154,05/03/2022 22:08:12,,,,-0.19,0.0000,0.0015,0.0000,0.0032,-0.0015,-1.1981,11840.622,
,,3389,48.30,1.3910,-0.126,0.0,0.0017,1.3415,0.0034,2.6994,05/03/2022 22:08:17,,,,-0.18,0.0000,0.0017,0.0000,0.0034,-0.0016,-1.2675,11040.559,
,,3390,53.30,1.2906,-0.126,0.0,0.0019,1.4804,0.0036,2.8853,05/03/2022 22:08:22,,,,-0.16,0.0000,0.0019,0.0000,0.0036,-0.0017,-1.3832,10243.670,
,,3391,59.00,1.1895,-0.126,0.0,0.0021,1.6387,0.0039,3.0813,05/03/2022 22:08:28,,,,-0.15,0.0000,0.0021,0.0000,0.0039,-0.0020,-1.5660,9441.225,
,,3392,65.20,1.0894,-0.126,0.0,0.0023,1.8109,0.0041,3.2772,05/03/2022 22:08:34,,,,-0.14,0.0000,0.0023,0.0000,0.0041,-0.0022,-1.7203,8646.718,
,,3393,72.00,0.9883,-0.126,0.0,0.0025,1.9998,0.0044,3.4731,05/03/2022 22:08:41,,,,-0.12,0.0000,0.0025,0.0000,0.0044,-0.0024,-1.8682,7844.273,
,,3394,79.40,0.8875,-0.126,0.0,0.0028,2.2054,0.0046,3.6656,05/03/2022 22:08:48,,,,-0.11,0.0000,0.0028,0.0000,0.0046,-0.0026,-2.0391,7044.210,
,,3395,87.30,0.7868,-0.126,0.0,0.0031,2.4248,0.0048,3.8491,05/03/2022 22:08:56,,,,-0.10,0.0000,0.0031,0.0000,0.0048,-0.0027,-2.1790,6247.916,
,,3396,95.70,0.6857,-0.126,0.0,0.0033,2.6581,0.0051,4.0207,05/03/2022 22:09:04,,,,-0.09,0.0000,0.0033,0.0000,0.0051,-0.0029,-2.3077,5445.089,
,,3397,104.40,0.5843,-0.126,0.0,0.0037,2.8997,0.0053,4.1739,05/03/2022 22:09:13,,,,-0.07,0.0000,0.0037,0.0000,0.0053,-0.0030,-2.3831,4637.670,
,,3398,113.30,0.4833,-0.126,0.0,0.0040,3.1469,0.0054,4.3058,05/03/2022 22:09:22,,,,-0.06,0.0000,0.0040,0.0000,0.0054,-0.0031,-2.4475,3836.019,
,,3399,122.40,0.3831,-0.126,0.0,0.0043,3.3997,0.0056,4.4151,05/03/2022 22:09:31,,,,-0.05,0.0000,0.0043,0.0000,0.0056,-0.0032,-2.5225,3040.718,
,,3400,131.60,0.2830,-0.126,0.0,0.0046,3.6552,0.0057,4.5000,05/03/2022 22:09:40,,,,-0.04,0.0000,0.0046,0.0000,0.0057,-0.0032,-2.5528,2246.210,
,,3401,141.30,0.1829,-0.126,0.0,0.0049,3.9246,0.0057,4.5624,05/03/2022 22:09:50,,,,-0.02,0.0000,0.0049,0.0000,0.0057,-0.0034,-2.6915,1451.703,
,,3402,151.90,0.0827,-0.126,0.0,0.0053,4.2191,0.0058,4.6012,05/03/2022 22:10:01,,,,-0.01,0.0000,0.0053,0.0000,0.0058,-0.0037,-2.9383,656.401,
,,3403,160.40,0.0099,-0.126,0.0,0.0056,4.4551,0.0058,4.6119,05/03/2022 22:10:09,,,,-0.00,0.0000,0.0056,0.0000,0.0058,-0.0041,-3.2430,78.578,
67,0.0121,0.0055,9.5648,4.3663,45.649,0.0299,0.0057,23.7418,4.5387,100.00,0.0121,0.0000,0.0000,0.00,0.00,0.03511,0.00301,0.000,0.8869,261.56,344.20,157.20,298.833,339.629,0.0,-0.0066,-0.0242,19.117,
,133,CC_Chg,344.20,0.0121,9.5648,0.0299,23.7418,0.03511,0.0852,3.0000,0.0,0.0,0.0121,2.8311,0.0000,298.833,0.0121,0.0000,0.0000,0.0000,-0.0121,-0.2991,19,
,,3404,0.00,0.0852,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 22:10:09,,,,0.01,0.0000,0.0000,0.0000,0.0000,-0.0745,-59.1653,676.244,
,,3405,1.40,0.1912,0.126,0.0,0.0000,0.0389,0.0000,0.0054,05/03/2022 22:10:10,,,,0.02,0.0000,0.0000,0.0000,0.0000,0.0005,0.3670,1516.858,
,,3406,3.10,0.2954,0.126,0.0,0.0001,0.0861,0.0000,0.0172,05/03/2022 22:10:12,,,,0.04,0.0001,0.0000,0.0000,0.0000,0.0006,0.4534,2343.514,
,,3407,5.20,0.3999,0.126,0.0,0.0002,0.1445,0.0000,0.0377,05/03/2022 22:10:14,,,,0.05,0.0002,0.0000,0.0000,0.0000,0.0007,0.5584,3172.551,
,,3408,7.60,0.5025,0.126,0.0,0.0003,0.2112,0.0001,0.0680,05/03/2022 22:10:17,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0008,0.6500,3986.513,
,,3409,10.30,0.6051,0.126,0.0,0.0004,0.2862,0.0001,0.1097,05/03/2022 22:10:19,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0009,0.7313,4800.476,
,,3410,13.30,0.7083,0.126,0.0,0.0005,0.3696,0.0002,0.1646,05/03/2022 22:10:22,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0010,0.8078,5619.199,
,,3411,16.40,0.8097,0.126,0.0,0.0006,0.4557,0.0003,0.2302,05/03/2022 22:10:25,,,,0.10,0.0006,0.0000,0.0003,0.0000,0.0011,0.8495,6423.641,
,,3412,19.70,0.9117,0.126,0.0,0.0007,0.5474,0.0004,0.3093,05/03/2022 22:10:29,,,,0.11,0.0007,0.0000,0.0004,0.0000,0.0011,0.8990,7232.844,
,,3413,23.20,1.0140,0.126,0.0,0.0008,0.6447,0.0005,0.4031,05/03/2022 22:10:32,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0012,0.9507,8044.427,
,,3414,26.90,1.1157,0.126,0.0,0.0009,0.7475,0.0006,0.5128,05/03/2022 22:10:36,,,,0.14,0.0009,0.0000,0.0006,0.0000,0.0013,1.0110,8851.250,
,,3415,30.90,1.2177,0.126,0.0,0.0011,0.8587,0.0008,0.6427,05/03/2022 22:10:40,,,,0.15,0.0011,0.0000,0.0008,0.0000,0.0014,1.0897,9660.452,
,,3416,35.20,1.3191,0.126,0.0,0.0012,0.9782,0.0010,0.7945,05/03/2022 22:10:44,,,,0.17,0.0012,0.0000,0.0010,0.0000,0.0015,1.1784,10464.895,
,,3417,39.90,1.4205,0.126,0.0,0.0014,1.1088,0.0012,0.9737,05/03/2022 22:10:49,,,,0.18,0.0014,0.0000,0.0012,0.0000,0.0016,1.2880,11269.338,
,,3418,45.00,1.5215,0.126,0.0,0.0016,1.2505,0.0015,1.1824,05/03/2022 22:10:54,,,,0.19,0.0016,0.0000,0.0015,0.0000,0.0018,1.4032,12070.607,
,,3419,50.40,1.6235,0.126,0.0,0.0018,1.4005,0.0018,1.4185,05/03/2022 22:10:59,,,,0.20,0.0018,0.0000,0.0018,0.0000,0.0019,1.4712,12879.810,
,,3420,55.90,1.7240,0.126,0.0,0.0020,1.5534,0.0021,1.6745,05/03/2022 22:11:05,,,,0.22,0.0020,0.0000,0.0021,0.0000,0.0019,1.5207,13677.112,
,,3421,61.40,1.8241,0.126,0.0,0.0021,1.7062,0.0025,1.9458,05/03/2022 22:11:10,,,,0.23,0.0021,0.0000,0.0025,0.0000,0.0019,1.5268,14471.242,
,,3422,67.00,1.9255,0.126,0.0,0.0023,1.8618,0.0028,2.2377,05/03/2022 22:11:16,,,,0.24,0.0023,0.0000,0.0028,0.0000,0.0019,1.5347,15275.684,
,,3423,72.80,2.0256,0.126,0.0,0.0025,2.0230,0.0032,2.5564,05/03/2022 22:11:22,,,,0.26,0.0025,0.0000,0.0032,0.0000,0.0020,1.6101,16069.814,
,,3424,79.00,2.1270,0.126,0.0,0.0028,2.1953,0.0037,2.9144,05/03/2022 22:11:28,,,,0.27,0.0028,0.0000,0.0037,0.0000,0.0021,1.6991,16874.256,
,,3425,85.80,2.2278,0.126,0.0,0.0030,2.3843,0.0042,3.3262,05/03/2022 22:11:35,,,,0.28,0.0030,0.0000,0.0042,0.0000,0.0024,1.8746,17673.939,
,,3426,93.90,2.3288,0.126,0.0,0.0033,2.6093,0.0048,3.8394,05/03/2022 22:11:43,,,,0.29,0.0033,0.0000,0.0048,0.0000,0.0028,2.2286,18475.208,
,,3427,103.10,2.4296,0.126,0.0,0.0036,2.8650,0.0056,4.4480,05/03/2022 22:11:52,,,,0.31,0.0036,0.0000,0.0056,0.0000,0.0032,2.5363,19274.891,
,,3428,113.10,2.5306,0.126,0.0,0.0040,3.1429,0.0065,5.1376,05/03/2022 22:12:02,,,,0.32,0.0040,0.0000,0.0065,0.0000,0.0035,2.7514,20076.160,
,,3429,124.90,2.6308,0.126,0.0,0.0044,3.4708,0.0075,5.9846,05/03/2022 22:12:14,,,,0.33,0.0044,0.0000,0.0075,0.0000,0.0041,3.2725,20871.083,
,,3430,140.10,2.7309,0.126,0.0,0.0049,3.8932,0.0090,7.1182,05/03/2022 22:12:29,,,,0.34,0.0049,0.0000,0.0090,0.0000,0.0053,4.2196,21665.212,
,,3431,163.00,2.8311,0.126,0.0,0.0057,4.5295,0.0112,8.8910,05/03/2022 22:12:52,,,,0.36,0.0057,0.0000,0.0112,0.0000,0.0080,6.3509,22460.135,
,,3432,215.60,2.9312,0.126,0.0,0.0075,5.9912,0.0165,13.1151,05/03/2022 22:13:45,,,,0.37,0.0075,0.0000,0.0165,0.0000,0.0184,14.6022,23254.264,
,,3433,344.20,3.0000,0.126,0.0,0.0121,9.5648,0.0299,23.7418,05/03/2022 22:15:53,,,,0.38,0.0121,0.0000,0.0299,0.0000,0.0654,51.9419,23800.079,
,134,CC_DChg,157.20,0.0055,4.3663,0.0057,4.5387,0.00301,2.9144,0.0096,0.0,0.0,0.0055,0.0000,0.8869,339.629,0.0000,0.0055,0.0000,0.0057,0.0055,0.0057,20,
,,3434,0.00,2.9144,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 22:15:53,,,,-0.37,0.0000,0.0000,0.0000,0.0000,0.1408,111.7386,23131.995,
,,3435,1.20,2.8081,-0.126,0.0,0.0000,0.0333,0.0001,0.0952,05/03/2022 22:15:54,,,,-0.35,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3135,22288.277,
,,3436,2.90,2.7049,-0.126,0.0,0.0001,0.0805,0.0003,0.2251,05/03/2022 22:15:56,,,,-0.34,0.0000,0.0001,0.0000,0.0003,-0.0006,-0.4576,21469.164,
,,3437,5.00,2.6035,-0.126,0.0,0.0002,0.1389,0.0005,0.3797,05/03/2022 22:15:58,,,,-0.33,0.0000,0.0002,0.0000,0.0005,-0.0007,-0.5752,20664.338,
,,3438,7.50,2.5000,-0.126,0.0,0.0003,0.2083,0.0007,0.5566,05/03/2022 22:16:01,,,,-0.31,0.0000,0.0003,0.0000,0.0007,-0.0008,-0.6709,19842.845,
,,3439,10.20,2.3995,-0.126,0.0,0.0004,0.2833,0.0009,0.7401,05/03/2022 22:16:03,,,,-0.30,0.0000,0.0004,0.0000,0.0009,-0.0009,-0.7462,19045.162,
,,3440,13.10,2.2987,-0.126,0.0,0.0005,0.3639,0.0012,0.9291,05/03/2022 22:16:06,,,,-0.29,0.0000,0.0005,0.0000,0.0012,-0.0010,-0.7991,18245.099,
,,3441,16.20,2.1983,-0.126,0.0,0.0006,0.4500,0.0014,1.1225,05/03/2022 22:16:09,,,,-0.28,0.0000,0.0006,0.0000,0.0014,-0.0011,-0.8576,17448.210,
,,3442,19.50,2.0975,-0.126,0.0,0.0007,0.5416,0.0017,1.3192,05/03/2022 22:16:13,,,,-0.26,0.0000,0.0007,0.0000,0.0017,-0.0011,-0.9093,16648.147,
,,3443,23.10,1.9955,-0.126,0.0,0.0008,0.6416,0.0019,1.5236,05/03/2022 22:16:16,,,,-0.25,0.0000,0.0008,0.0000,0.0019,-0.0012,-0.9803,15838.559,
,,3444,26.90,1.8939,-0.126,0.0,0.0009,0.7472,0.0022,1.7287,05/03/2022 22:16:20,,,,-0.24,0.0000,0.0009,0.0000,0.0022,-0.0013,-1.0388,15032.145,
,,3445,30.80,1.7934,-0.126,0.0,0.0011,0.8555,0.0024,1.9282,05/03/2022 22:16:24,,,,-0.23,0.0000,0.0011,0.0000,0.0024,-0.0014,-1.0779,14234.463,
,,3446,34.80,1.6933,-0.126,0.0,0.0012,0.9666,0.0027,2.1218,05/03/2022 22:16:28,,,,-0.21,0.0000,0.0012,0.0000,0.0027,-0.0014,-1.1099,13439.956,
,,3447,38.90,1.5925,-0.126,0.0,0.0014,1.0805,0.0029,2.3087,05/03/2022 22:16:32,,,,-0.20,0.0000,0.0014,0.0000,0.0029,-0.0014,-1.1298,12639.892,
,,3448,43.20,1.4902,-0.126,0.0,0.0015,1.1999,0.0031,2.4926,05/03/2022 22:16:36,,,,-0.19,0.0000,0.0015,0.0000,0.0031,-0.0015,-1.1675,11827.923,
,,3449,47.70,1.3891,-0.126,0.0,0.0017,1.3249,0.0034,2.6724,05/03/2022 22:16:41,,,,-0.18,0.0000,0.0017,0.0000,0.0034,-0.0016,-1.2363,11025.478,
,,3450,52.70,1.2878,-0.126,0.0,0.0018,1.4638,0.0036,2.8580,05/03/2022 22:16:46,,,,-0.16,0.0000,0.0018,0.0000,0.0036,-0.0017,-1.3710,10221.446,
,,3451,58.30,1.1876,-0.126,0.0,0.0020,1.6193,0.0038,3.0502,05/03/2022 22:16:52,,,,-0.15,0.0000,0.0020,0.0000,0.0038,-0.0020,-1.5523,9426.145,
,,3452,64.40,1.0875,-0.126,0.0,0.0023,1.7887,0.0041,3.2427,05/03/2022 22:16:58,,,,-0.14,0.0000,0.0023,0.0000,0.0041,-0.0021,-1.6926,8631.637,
,,3453,71.00,0.9874,-0.126,0.0,0.0025,1.9721,0.0043,3.4325,05/03/2022 22:17:04,,,,-0.12,0.0000,0.0025,0.0000,0.0043,-0.0023,-1.8313,7837.130,
,,3454,78.20,0.8869,-0.126,0.0,0.0027,2.1720,0.0046,3.6196,05/03/2022 22:17:11,,,,-0.11,0.0000,0.0027,0.0000,0.0046,-0.0025,-1.9899,7039.448,
,,3455,85.80,0.7865,-0.126,0.0,0.0030,2.3831,0.0048,3.7960,05/03/2022 22:17:19,,,,-0.10,0.0000,0.0030,0.0000,0.0048,-0.0026,-2.1025,6242.559,
,,3456,93.90,0.6857,-0.126,0.0,0.0033,2.6081,0.0050,3.9614,05/03/2022 22:17:27,,,,-0.09,0.0000,0.0033,0.0000,0.0050,-0.0028,-2.2320,5442.495,
,,3457,102.30,0.5856,-0.126,0.0,0.0036,2.8414,0.0052,4.1095,05/03/2022 22:17:36,,,,-0.07,0.0000,0.0036,0.0000,0.0052,-0.0029,-2.3308,4647.988,
,,3458,110.90,0.4854,-0.126,0.0,0.0039,3.0803,0.0053,4.2371,05/03/2022 22:17:44,,,,-0.06,0.0000,0.0039,0.0000,0.0053,-0.0030,-2.3839,3852.687,
,,3459,119.80,0.3847,-0.126,0.0,0.0042,3.3275,0.0055,4.3445,05/03/2022 22:17:53,,,,-0.05,0.0000,0.0042,0.0000,0.0055,-0.0031,-2.4548,3053.417,
,,3460,128.90,0.2836,-0.126,0.0,0.0045,3.5802,0.0056,4.4288,05/03/2022 22:18:02,,,,-0.04,0.0000,0.0045,0.0000,0.0056,-0.0031,-2.5000,2250.972,
,,3461,138.40,0.1835,-0.126,0.0,0.0048,3.8441,0.0057,4.4901,05/03/2022 22:18:12,,,,-0.02,0.0000,0.0048,0.0000,0.0057,-0.0033,-2.6361,1456.465,
,,3462,148.80,0.0830,-0.126,0.0,0.0052,4.1330,0.0057,4.5281,05/03/2022 22:18:22,,,,-0.01,0.0000,0.0052,0.0000,0.0057,-0.0036,-2.8742,658.782,
,,3463,157.20,0.0096,-0.126,0.0,0.0055,4.3663,0.0057,4.5387,05/03/2022 22:18:30,,,,-0.00,0.0000,0.0055,0.0000,0.0057,-0.0040,-3.1786,76.197,
68,0.0112,0.0054,8.8840,4.2829,48.209,0.0274,0.0056,21.7503,4.4696,100.00,0.0112,0.0000,0.0000,0.00,0.00,0.03178,0.00313,0.000,0.8919,256.57,319.70,154.20,296.382,312.326,0.0,-0.0058,-0.0218,20.549,
,135,CC_Chg,319.70,0.0112,8.8840,0.0274,21.7503,0.03178,0.0843,3.0000,0.0,0.0,0.0112,2.8214,0.0000,296.382,0.0112,0.0000,0.0000,0.0000,-0.0112,-0.2741,19,
,,3464,0.00,0.0843,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 22:18:31,,,,0.01,0.0000,0.0000,0.0000,0.0000,-0.0736,-58.4508,668.782,
,,3465,1.40,0.1888,0.126,0.0,0.0000,0.0389,0.0000,0.0053,05/03/2022 22:18:32,,,,0.02,0.0000,0.0000,0.0000,0.0000,0.0005,0.3723,1497.818,
,,3466,3.10,0.2920,0.126,0.0,0.0001,0.0861,0.0000,0.0169,05/03/2022 22:18:34,,,,0.04,0.0001,0.0000,0.0000,0.0000,0.0006,0.4578,2316.541,
,,3467,5.20,0.3955,0.126,0.0,0.0002,0.1445,0.0000,0.0372,05/03/2022 22:18:36,,,,0.05,0.0002,0.0000,0.0000,0.0000,0.0007,0.5638,3137.644,
,,3468,7.60,0.4982,0.126,0.0,0.0003,0.2112,0.0001,0.0672,05/03/2022 22:18:38,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0008,0.6494,3952.400,
,,3469,10.30,0.6005,0.126,0.0,0.0004,0.2862,0.0001,0.1087,05/03/2022 22:18:41,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0009,0.7334,4763.983,
,,3470,13.20,0.7021,0.126,0.0,0.0005,0.3668,0.0002,0.1613,05/03/2022 22:18:44,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0010,0.7932,5570.012,
,,3471,16.30,0.8045,0.126,0.0,0.0006,0.4529,0.0003,0.2264,05/03/2022 22:18:47,,,,0.10,0.0006,0.0000,0.0003,0.0000,0.0011,0.8412,6382.388,
,,3472,19.50,0.9055,0.126,0.0,0.0007,0.5419,0.0004,0.3027,05/03/2022 22:18:50,,,,0.11,0.0007,0.0000,0.0004,0.0000,0.0011,0.8804,7183.657,
,,3473,22.90,1.0069,0.126,0.0,0.0008,0.6364,0.0005,0.3932,05/03/2022 22:18:53,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0012,0.9318,7988.100,
,,3474,26.50,1.1073,0.126,0.0,0.0009,0.7364,0.0006,0.4992,05/03/2022 22:18:57,,,,0.14,0.0009,0.0000,0.0006,0.0000,0.0013,0.9964,8784.609,
,,3475,30.40,1.2087,0.126,0.0,0.0011,0.8448,0.0008,0.6249,05/03/2022 22:19:01,,,,0.15,0.0011,0.0000,0.0008,0.0000,0.0013,1.0688,9589.052,
,,3476,34.70,1.3101,0.126,0.0,0.0012,0.9643,0.0010,0.7756,05/03/2022 22:19:05,,,,0.17,0.0012,0.0000,0.0010,0.0000,0.0015,1.1784,10393.495,
,,3477,39.40,1.4121,0.126,0.0,0.0014,1.0949,0.0012,0.9536,05/03/2022 22:19:10,,,,0.18,0.0014,0.0000,0.0012,0.0000,0.0016,1.2805,11202.697,
,,3478,44.50,1.5141,0.126,0.0,0.0016,1.2366,0.0015,1.1612,05/03/2022 22:19:15,,,,0.19,0.0016,0.0000,0.0015,0.0000,0.0018,1.3894,12011.900,
,,3479,49.80,1.6148,0.126,0.0,0.0017,1.3839,0.0018,1.3917,05/03/2022 22:19:20,,,,0.20,0.0017,0.0000,0.0018,0.0000,0.0018,1.4625,12810.789,
,,3480,55.30,1.7159,0.126,0.0,0.0019,1.5367,0.0021,1.6464,05/03/2022 22:19:26,,,,0.22,0.0019,0.0000,0.0021,0.0000,0.0019,1.5117,13612.852,
,,3481,60.80,1.8164,0.126,0.0,0.0021,1.6895,0.0024,1.9165,05/03/2022 22:19:31,,,,0.23,0.0021,0.0000,0.0024,0.0000,0.0019,1.5207,14410.155,
,,3482,66.40,1.9174,0.126,0.0,0.0023,1.8451,0.0028,2.2072,05/03/2022 22:19:37,,,,0.24,0.0023,0.0000,0.0028,0.0000,0.0019,1.5408,15211.424,
,,3483,72.20,2.0182,0.126,0.0,0.0025,2.0063,0.0032,2.5246,05/03/2022 22:19:43,,,,0.25,0.0025,0.0000,0.0032,0.0000,0.0020,1.5989,16026.364,
,,3484,78.30,2.1186,0.126,0.0,0.0027,2.1758,0.0036,2.8754,05/03/2022 22:19:49,,,,0.27,0.0027,0.0000,0.0036,0.0000,0.0021,1.6884,16807.616,
,,3485,84.90,2.2188,0.126,0.0,0.0030,2.3592,0.0041,3.2734,05/03/2022 22:19:55,,,,0.28,0.0030,0.0000,0.0041,0.0000,0.0023,1.8304,17602.539,
,,3486,92.70,2.3192,0.126,0.0,0.0032,2.5760,0.0047,3.7656,05/03/2022 22:20:03,,,,0.29,0.0032,0.0000,0.0047,0.0000,0.0027,2.1589,18399.048,
,,3487,101.60,2.4200,0.126,0.0,0.0036,2.8233,0.0055,4.3521,05/03/2022 22:20:12,,,,0.31,0.0036,0.0000,0.0055,0.0000,0.0031,2.4535,19198.731,
,,3488,111.30,2.5207,0.126,0.0,0.0039,3.0928,0.0063,5.0183,05/03/2022 22:20:22,,,,0.32,0.0039,0.0000,0.0063,0.0000,0.0034,2.6768,19997.620,
,,3489,122.50,2.6209,0.126,0.0,0.0043,3.4041,0.0073,5.8192,05/03/2022 22:20:33,,,,0.33,0.0043,0.0000,0.0073,0.0000,0.0039,3.1061,20792.543,
